N,P,K,temperature,humidity,ph,rainfall,label
119.78,10.48,61.64,33.18,94.57,6.51,41.75,muskmelon
128.87,65.59,46.51,25.84,67.89,6.99,62.76,cotton
11.97,29.6,14.52,25.3,92.16,6.11,148.79,orange
1.48,44.1,177.42,4.93,91.59,5.92,153.09,apple
34.02,23.56,72.7,29.74,91.69,6.62,171.77,pomegranate
37.6,29.51,31.81,39.17,57.76,6.17,134.25,mango
21.62,69.79,33.26,24.72,15.6,7.22,67.62,lentil
31.24,15.08,55.86,36.83,82.91,5.39,295.12,coconut
16.58,32.03,70.3,27.22,91.49,6.3,109.32,pomegranate
64.21,68.96,77.63,27.1,83.23,6.24,201.55,jute
10.56,27.77,36.81,37.22,90.76,7.29,140.29,coconut
91.14,42.8,46.91,24.2,91.87,6.89,217.07,jute
30.24,67.1,41.19,36.95,81.67,6.7,64.54,mungbean
135.84,53.8,29.62,21.61,77.5,6.43,101.72,cotton
12.31,62.34,83.37,25.7,32.4,6.68,80.69,chickpea
81.08,101.34,40.42,36.43,97.33,6.15,153.55,banana
100.31,37.7,65.21,36.86,92.26,6.52,52.42,muskmelon
35.62,77.57,103.88,28.4,20.0,6.83,97.93,kidneybeans
12.26,38.75,57.4,31.71,93.33,6.43,120.53,pomegranate
17.89,74.41,73.51,28.74,28.4,5.96,75.88,chickpea
42.03,52.1,45.01,35.41,74.18,5.93,70.21,blackgram
29.53,67.25,34.04,30.53,76.41,5.39,79.49,blackgram
9.87,17.83,15.24,18.58,92.05,7.08,151.15,orange
30.69,87.06,78.63,23.18,24.24,6.48,64.26,chickpea
76.04,62.83,59.3,39.05,85.87,6.42,228.7,jute
39.6,11.68,32.84,24.85,68.78,5.61,182.01,mango
110.49,93.67,47.68,35.0,90.58,6.4,148.98,banana
102.88,46.3,44.9,32.54,88.79,6.12,98.2,watermelon
32.67,17.96,52.4,29.61,91.08,7.0,108.54,pomegranate
67.21,61.72,72.49,34.87,92.14,6.56,236.09,jute
75.57,30.33,57.16,21.37,84.79,6.93,292.59,rice
10.72,60.06,25.31,16.48,38.87,6.9,59.15,lentil
38.76,16.18,66.19,18.95,90.33,6.44,110.49,pomegranate
8.52,13.52,24.87,16.3,92.27,6.58,198.21,orange
56.74,59.49,23.1,29.63,75.93,6.95,64.73,blackgram
15.83,39.22,54.47,31.23,93.05,6.45,191.47,pomegranate
32.98,93.84,94.54,16.33,33.6,5.62,96.3,kidneybeans
18.32,24.28,58.83,26.55,94.1,6.27,160.36,pomegranate
25.19,47.69,30.66,33.44,65.94,5.53,92.36,blackgram
105.33,13.98,64.17,25.94,80.79,6.29,90.28,watermelon
77.53,61.8,75.8,34.79,84.09,6.93,176.45,jute
60.28,37.5,65.33,41.21,90.22,6.3,128.01,papaya
97.78,40.99,69.59,32.61,90.44,6.93,38.22,muskmelon
100.59,73.98,40.64,39.46,84.42,6.4,107.97,banana
36.58,24.58,57.83,30.66,87.55,5.04,101.39,coconut
94.53,35.18,66.95,27.37,94.18,6.29,27.47,muskmelon
14.77,13.91,59.19,28.68,84.04,6.77,222.04,coconut
133.08,42.44,29.4,29.15,75.4,6.12,106.46,cotton
119.61,18.38,40.47,39.96,82.81,6.5,67.67,watermelon
73.85,60.41,82.13,25.69,56.74,6.4,68.45,maize
28.71,26.6,40.81,31.73,86.14,6.12,285.11,coconut
113.94,84.53,71.76,39.11,90.58,6.61,180.51,banana
137.75,33.56,53.76,40.51,56.0,6.18,62.46,cotton
104.33,87.78,69.69,28.42,76.46,5.95,147.43,banana
21.22,46.13,30.21,31.15,74.23,7.28,80.39,blackgram
64.62,24.61,55.71,38.91,94.69,6.54,176.84,papaya
107.62,30.54,66.02,38.23,84.4,6.85,125.07,watermelon
67.93,34.95,47.56,34.39,93.6,6.53,139.55,papaya
27.02,57.03,37.38,30.85,74.67,5.57,82.11,blackgram
77.5,57.12,40.45,27.71,91.75,6.09,243.31,rice
15.43,38.77,65.55,36.64,92.7,6.2,197.72,pomegranate
28.21,20.43,192.67,21.59,93.86,5.75,182.18,apple
19.29,17.64,29.14,18.25,94.81,7.35,127.04,orange
23.22,188.56,227.89,40.65,81.02,6.81,59.18,grapes
24.17,95.21,78.63,25.17,37.45,5.94,85.46,kidneybeans
17.58,23.48,26.09,26.48,91.99,6.77,180.3,orange
27.89,80.03,79.45,34.62,67.35,5.51,90.9,pigeonpeas
65.12,34.56,34.16,29.61,82.73,6.02,284.52,rice
16.14,60.49,62.93,37.44,35.23,6.76,57.65,mothbeans
22.45,62.67,43.55,17.94,35.33,6.97,46.76,lentil
99.64,82.83,47.69,29.64,99.37,6.12,144.47,banana
18.8,97.27,85.88,16.31,37.75,5.67,93.81,kidneybeans
61.38,57.28,37.76,29.94,84.68,6.28,232.01,rice
21.38,23.76,16.39,16.31,94.78,7.38,145.73,orange
145.0,57.53,59.37,39.41,83.26,6.43,98.57,cotton
24.09,156.44,220.75,21.2,80.82,6.26,113.11,grapes
35.3,59.4,40.01,34.25,84.51,6.38,72.75,mungbean
79.2,68.0,68.75,29.81,75.8,7.06,62.38,maize
94.02,76.02,81.25,32.23,70.92,6.86,97.12,maize
134.69,45.79,31.76,31.94,60.31,7.27,78.21,cotton
11.92,72.99,38.77,27.99,80.22,6.5,55.13,mungbean
18.97,20.77,68.71,31.45,90.89,6.14,146.78,pomegranate
27.43,79.63,52.7,27.96,87.07,6.59,41.44,mungbean
86.16,38.84,51.41,22.11,84.62,6.17,242.1,coffee
110.6,58.2,34.62,16.06,80.23,6.21,211.55,coffee
24.63,61.34,72.51,28.13,17.62,6.3,76.44,chickpea
85.19,63.85,71.27,29.69,91.49,6.83,218.81,jute
87.62,31.18,53.98,29.42,81.23,6.81,288.13,rice
97.88,58.09,63.16,27.71,80.93,6.95,181.37,jute
22.64,35.17,47.54,27.89,66.52,5.88,101.21,mango
8.25,11.31,171.02,22.38,94.91,6.46,116.16,apple
106.03,14.65,61.46,30.99,82.68,6.41,137.13,watermelon
114.01,18.51,66.75,32.69,88.33,5.69,62.98,watermelon
10.95,86.5,61.14,30.92,50.69,6.35,89.17,pigeonpeas
16.41,10.82,16.3,24.39,94.75,7.29,122.84,orange
111.24,38.33,68.89,20.65,83.01,6.23,251.86,coffee
117.84,42.0,24.62,21.91,56.29,7.74,93.92,cotton
24.54,21.75,15.04,15.09,91.7,6.71,129.61,orange
56.1,45.61,55.36,39.74,92.38,6.12,192.79,papaya
23.59,49.46,68.24,37.59,54.53,5.29,69.47,mothbeans
15.88,84.43,81.23,18.1,34.53,5.51,80.31,kidneybeans
52.89,34.42,77.56,38.43,90.37,6.46,189.08,papaya
15.66,66.9,59.31,21.83,80.08,6.63,34.63,mungbean
28.13,28.9,38.35,26.31,52.81,5.53,186.09,mango
14.13,22.24,35.0,32.81,88.85,5.89,107.01,coconut
93.02,13.79,79.03,28.58,84.24,6.47,52.47,watermelon
15.22,20.84,42.75,25.13,60.85,6.57,199.58,mango
138.59,65.0,42.64,25.52,63.56,6.95,107.72,cotton
21.57,73.62,91.66,17.31,35.72,6.31,110.48,kidneybeans
16.31,36.15,169.35,16.18,90.22,5.58,145.72,apple
67.42,76.06,83.3,31.11,75.34,7.02,97.57,maize
89.19,44.94,62.63,29.0,83.56,6.86,190.35,jute
21.18,29.62,162.88,22.12,92.89,5.83,126.91,apple
15.05,31.84,47.35,29.25,90.47,7.07,134.4,pomegranate
67.08,32.66,33.62,26.91,83.1,6.05,225.51,rice
97.09,67.04,43.6,26.11,89.91,6.11,184.56,jute
95.35,28.87,74.75,30.64,92.67,6.02,26.34,muskmelon
22.13,51.81,49.08,31.37,33.81,4.81,70.0,mothbeans
21.78,62.13,45.09,23.49,88.59,6.88,71.9,mungbean
113.75,88.41,48.7,27.01,98.83,5.61,119.91,banana
38.57,26.7,57.09,35.96,86.89,5.76,174.06,coconut
32.05,68.3,34.65,17.0,20.79,6.63,53.97,lentil
80.74,12.48,75.52,37.9,91.79,6.89,43.75,muskmelon
92.58,38.46,33.54,30.45,89.43,6.82,260.26,rice
28.58,14.64,30.03,35.33,94.78,7.43,192.04,coconut
86.89,58.11,69.51,25.11,85.92,6.12,182.65,coffee
112.08,59.45,58.0,19.54,89.08,6.3,296.09,coffee
25.41,58.65,20.19,22.44,21.43,7.1,30.96,lentil
7.94,20.39,19.01,10.29,92.78,6.99,159.19,orange
29.27,23.33,179.75,2.25,93.03,5.63,195.92,apple
28.64,71.56,23.32,15.53,39.85,6.35,32.15,lentil
26.51,61.74,95.33,29.03,29.64,6.73,95.37,chickpea
83.45,65.18,78.34,18.31,76.16,7.36,93.91,maize
25.24,34.71,182.22,0.71,94.14,6.68,125.9,apple
24.49,153.29,248.45,15.42,81.08,5.94,67.09,grapes
31.77,30.23,53.44,21.74,92.9,6.32,172.88,pomegranate
11.91,39.74,179.04,9.7,90.85,5.84,157.55,apple
86.18,58.2,88.53,20.57,62.97,7.39,85.18,maize
30.23,22.11,74.5,21.98,92.72,7.12,162.54,pomegranate
56.01,63.77,40.29,33.51,79.19,5.74,60.04,blackgram
82.82,21.13,52.98,39.12,82.83,6.19,117.13,watermelon
26.74,11.7,46.8,24.28,91.41,6.64,101.83,pomegranate
92.72,55.82,30.21,27.66,86.26,5.83,167.98,rice
20.36,53.42,59.36,35.42,87.01,6.93,58.1,mungbean
83.07,25.72,66.8,31.52,91.92,6.12,29.8,muskmelon
29.71,98.26,72.76,11.14,21.34,5.89,69.88,chickpea
25.77,12.74,57.46,30.8,92.61,6.06,154.24,pomegranate
14.72,52.39,38.7,35.69,86.73,7.0,42.52,mungbean
96.16,20.81,49.58,15.16,80.02,6.31,178.35,coffee
30.07,28.85,54.69,27.46,87.07,6.19,162.03,coconut
18.95,73.27,31.79,17.09,14.28,6.82,69.03,lentil
89.86,49.49,55.48,29.86,88.52,5.64,205.16,rice
103.17,28.67,56.79,38.24,92.19,6.08,57.87,muskmelon
97.45,96.33,57.51,29.15,88.95,6.02,193.29,banana
19.62,130.8,200.73,29.17,82.21,6.02,107.25,grapes
102.01,45.46,33.28,25.0,55.69,6.27,92.73,cotton
51.76,32.4,52.04,28.34,92.04,6.23,153.48,papaya
21.39,94.53,90.76,19.58,14.67,6.01,75.21,chickpea
58.81,48.18,44.63,43.93,93.67,6.64,164.53,papaya
95.77,10.05,44.81,32.55,86.75,6.13,123.07,watermelon
82.8,26.76,63.32,26.35,93.83,6.74,56.13,muskmelon
82.71,49.74,67.95,26.6,90.06,6.17,53.53,muskmelon
24.17,61.83,75.6,19.15,49.09,6.0,99.28,kidneybeans
57.87,52.01,43.5,27.72,79.85,5.06,84.14,blackgram
40.63,47.35,72.39,41.74,90.47,6.74,195.99,papaya
80.24,89.35,44.93,29.62,98.15,5.74,196.58,banana
106.48,27.36,72.78,38.49,81.2,6.3,78.45,watermelon
25.05,67.04,47.83,37.89,47.55,3.57,66.23,mothbeans
28.03,88.22,97.54,20.62,23.34,6.15,85.7,kidneybeans
93.16,51.11,77.89,21.91,53.62,5.65,101.78,maize
18.82,24.2,33.46,31.47,92.72,6.1,218.22,coconut
79.25,53.52,56.96,32.15,98.9,6.55,245.32,jute
14.92,142.81,235.5,41.51,84.88,5.85,116.69,grapes
78.7,68.4,65.01,34.85,56.95,7.39,98.98,maize
34.93,10.83,30.69,31.1,82.23,6.68,283.47,coconut
12.17,23.59,11.34,24.84,93.86,7.24,117.05,orange
89.05,59.65,60.22,17.69,86.72,6.07,161.13,coffee
18.58,20.34,37.9,29.31,88.99,5.27,111.63,coconut
98.79,40.75,71.43,29.14,80.75,6.92,163.96,jute
12.53,26.24,51.57,35.03,81.5,7.15,235.96,coconut
36.1,89.85,56.57,19.44,61.47,5.78,90.64,pigeonpeas
13.17,10.9,28.4,21.76,90.14,7.03,148.18,orange
22.73,65.82,74.93,24.97,52.0,6.79,79.86,pigeonpeas
11.27,78.5,62.57,33.59,50.65,6.97,67.23,pigeonpeas
104.28,10.91,77.24,34.98,90.17,6.82,28.01,muskmelon
35.58,47.41,40.53,33.91,41.03,5.49,74.97,mothbeans
30.91,164.81,207.05,23.55,82.81,5.51,60.5,grapes
11.38,40.22,69.64,34.54,37.79,5.15,43.33,mothbeans
32.69,78.34,81.57,28.5,21.72,6.93,92.56,kidneybeans
81.84,56.41,42.13,30.38,85.41,7.0,180.84,jute
112.32,20.43,71.97,28.34,90.17,6.52,27.87,muskmelon
25.57,87.1,82.47,26.61,42.73,6.28,119.04,kidneybeans
9.26,12.61,13.98,24.69,90.32,7.29,196.15,orange
15.57,22.12,29.26,24.74,92.36,6.86,192.79,orange
22.97,72.47,90.25,18.79,16.75,6.46,68.64,chickpea
1.16,45.16,165.75,3.22,92.34,6.4,103.1,apple
27.57,120.68,233.27,34.38,81.83,5.58,107.85,grapes
110.87,64.91,36.69,27.9,82.06,6.03,278.34,coffee
29.59,97.53,104.85,26.49,43.23,6.5,90.41,kidneybeans
94.65,35.82,77.9,24.66,94.59,6.61,52.29,muskmelon
32.1,156.27,249.25,10.03,81.78,6.22,90.22,grapes
35.72,72.94,24.4,25.35,38.57,7.02,43.26,lentil
82.57,29.7,52.81,26.11,85.05,6.16,230.57,coffee
34.68,92.16,92.1,22.8,22.57,6.66,90.86,kidneybeans
21.15,57.5,20.34,35.02,69.6,5.1,83.53,blackgram
19.4,29.95,73.59,25.93,92.13,7.17,178.39,pomegranate
18.04,37.37,42.66,35.54,57.71,6.94,93.09,mango
35.68,154.77,193.5,15.07,83.84,5.9,108.71,grapes
17.05,27.58,153.36,11.62,94.1,6.42,183.22,apple
14.7,30.5,41.87,36.08,59.28,6.4,134.6,mango
93.91,94.81,61.79,26.88,82.24,5.86,121.35,banana
99.21,24.93,59.73,33.27,81.89,6.85,117.42,watermelon
62.08,19.24,69.74,35.64,94.05,6.78,121.5,papaya
116.93,37.57,45.08,29.71,85.92,6.75,54.37,watermelon
72.45,18.91,68.7,43.87,92.64,6.54,146.1,papaya
77.7,43.44,73.48,24.44,96.68,6.14,238.66,jute
60.79,53.12,84.0,21.04,69.58,5.98,65.97,maize
11.54,24.9,32.47,30.42,60.52,7.05,178.35,mango
99.48,45.13,61.09,38.88,84.84,6.24,61.97,watermelon
39.43,79.34,104.54,23.83,30.01,5.93,88.13,kidneybeans
89.78,61.64,50.72,26.87,84.64,6.06,150.91,coffee
20.12,74.83,20.02,19.62,20.27,6.35,32.73,lentil
34.34,34.86,62.79,24.73,91.09,6.06,162.85,pomegranate
15.09,40.29,47.11,27.76,39.77,6.72,73.96,mothbeans
14.48,160.8,212.24,41.33,84.65,6.08,89.42,grapes
87.85,47.41,42.65,26.41,82.0,6.13,262.77,coffee
73.37,73.13,63.2,19.28,71.85,6.49,101.3,maize
28.5,42.81,63.43,39.86,43.59,5.89,41.87,mothbeans
116.74,50.37,38.96,27.42,82.35,6.74,62.28,cotton
23.19,16.78,12.86,31.45,91.54,6.99,156.64,orange
100.88,23.41,40.05,28.93,91.39,6.39,25.27,muskmelon
89.26,20.07,58.66,38.37,90.75,6.83,31.65,muskmelon
69.44,15.53,78.65,41.42,91.02,6.19,112.57,papaya
20.74,67.72,56.12,21.74,54.67,6.6,82.76,pigeonpeas
88.24,70.04,41.57,39.66,81.06,6.49,183.91,banana
21.11,35.79,168.7,23.77,90.11,5.96,192.11,apple
20.74,66.83,42.11,39.69,46.57,4.14,63.95,mothbeans
90.89,35.96,30.17,32.23,90.6,6.59,265.69,rice
86.55,52.43,41.78,36.55,93.57,6.47,239.98,jute
9.17,20.35,17.64,24.11,90.57,7.5,142.56,orange
117.6,83.72,79.52,32.28,79.48,6.84,146.04,banana
27.22,66.98,46.34,23.37,38.95,6.07,33.92,lentil
43.04,30.04,67.48,40.84,92.92,6.91,194.2,papaya
83.32,62.64,86.78,31.9,60.25,6.02,82.78,maize
26.29,13.88,37.52,25.59,68.69,6.39,175.58,mango
28.06,95.7,87.74,24.11,38.2,6.39,108.11,kidneybeans
17.39,15.73,17.34,12.1,90.26,6.38,107.42,orange
61.02,33.24,30.94,29.55,84.72,6.26,286.13,rice
82.07,48.22,42.61,24.8,82.31,6.07,226.06,jute
21.96,83.21,91.34,22.16,33.89,6.72,88.72,chickpea
6.64,10.7,18.18,17.23,94.04,7.2,145.7,orange
14.62,25.87,53.56,29.61,84.33,7.81,265.13,coconut
125.05,45.0,43.16,40.05,63.42,7.11,95.44,cotton
34.44,38.08,40.27,39.2,66.07,6.29,183.3,mango
34.98,63.93,31.02,25.22,73.35,7.11,91.84,blackgram
32.23,52.08,40.18,33.55,69.73,5.33,85.3,blackgram
65.26,71.47,87.27,21.05,57.13,7.44,70.86,maize
20.42,95.99,70.87,23.28,39.05,6.34,97.47,chickpea
12.66,189.2,202.44,14.6,81.2,6.13,72.58,grapes
47.9,33.02,77.01,27.94,94.85,6.95,188.46,papaya
76.85,65.19,63.61,27.07,91.62,6.51,189.86,jute
36.31,44.84,39.69,37.6,73.43,6.79,62.74,blackgram
84.31,65.38,66.92,21.0,56.61,5.87,106.78,maize
26.33,68.37,35.02,34.05,85.84,7.15,32.12,mungbean
37.2,135.3,223.08,23.01,80.21,6.02,73.57,grapes
29.62,75.57,47.36,31.38,81.56,6.67,65.82,mungbean
9.83,14.2,19.84,10.49,93.36,6.78,189.86,orange
27.27,44.7,44.82,24.59,71.29,5.42,95.17,blackgram
32.42,78.95,72.31,29.37,48.17,6.68,119.65,kidneybeans
33.21,56.93,45.52,26.82,79.02,6.72,92.93,blackgram
12.78,88.5,52.09,27.93,54.18,5.62,94.82,pigeonpeas
124.27,44.16,55.12,24.98,59.49,7.15,92.87,cotton
32.4,43.3,52.74,24.28,26.17,5.19,44.91,mothbeans
36.73,27.08,46.65,39.87,54.91,6.88,164.17,mango
119.66,19.77,47.94,32.43,92.69,6.44,50.88,muskmelon
105.84,16.02,77.31,30.13,87.3,5.53,70.52,watermelon
2.61,14.46,13.76,20.7,93.29,6.4,101.21,orange
36.19,55.07,21.61,25.76,26.36,7.27,45.34,lentil
85.47,47.57,50.27,24.17,93.6,6.15,199.55,coffee
74.44,52.75,87.52,20.33,78.51,6.39,71.11,maize
88.97,24.36,49.21,33.27,93.99,6.79,34.58,muskmelon
48.58,35.36,70.44,44.72,90.9,6.77,133.88,papaya
25.27,54.77,57.99,34.9,86.97,6.91,53.09,mungbean
118.9,84.4,59.11,30.33,92.06,6.49,171.53,banana
12.41,64.31,38.9,27.43,34.37,6.42,67.64,lentil
33.59,68.05,80.34,13.29,22.59,6.64,80.78,chickpea
14.85,59.08,51.55,24.45,86.41,6.87,38.13,mungbean
62.44,38.31,54.19,31.22,82.77,5.81,205.57,rice
80.68,29.19,74.36,38.33,94.78,6.88,43.2,muskmelon
107.22,19.9,64.02,28.12,91.67,6.44,41.17,muskmelon
97.94,72.91,64.2,32.76,64.62,7.29,107.99,maize
95.19,45.99,77.89,29.48,88.81,6.71,208.77,jute
32.49,12.72,32.0,37.74,94.35,5.18,188.65,coconut
146.41,51.15,48.92,31.54,77.38,6.41,78.55,cotton
113.29,42.94,49.68,18.48,92.92,6.49,157.36,coffee
116.82,70.48,62.11,36.11,87.13,5.63,197.25,banana
42.83,33.93,50.58,35.55,92.59,6.92,154.91,papaya
32.83,66.4,88.46,10.19,20.41,6.59,99.67,chickpea
61.0,51.31,75.83,28.39,85.46,6.3,211.23,jute
25.15,199.07,212.57,10.15,81.31,6.15,65.98,grapes
91.12,64.52,47.5,20.37,81.45,6.36,255.43,coffee
115.62,50.58,41.49,39.96,74.69,7.22,80.59,cotton
38.92,63.57,97.48,22.41,30.4,6.45,108.15,kidneybeans
11.79,84.15,97.46,16.72,30.28,6.18,94.76,kidneybeans
67.63,31.36,55.17,31.81,93.1,6.89,149.62,papaya
17.3,61.6,79.56,24.81,49.36,6.81,83.4,pigeonpeas
28.32,23.44,178.03,2.38,91.0,6.12,120.62,apple
29.92,147.07,245.49,41.75,81.05,5.56,106.89,grapes
107.07,72.56,63.85,36.09,80.27,6.76,103.04,banana
17.52,47.59,58.87,36.19,55.68,6.48,78.24,mothbeans
16.57,61.47,74.32,20.08,43.68,6.36,100.51,kidneybeans
25.64,37.64,65.58,21.8,93.41,6.23,159.15,pomegranate
72.44,39.76,51.89,29.56,93.31,6.21,167.94,rice
15.85,34.81,41.25,36.2,71.41,5.92,152.57,mango
98.76,72.49,63.9,30.89,50.74,5.54,79.42,maize
16.17,64.86,94.6,25.49,30.74,6.3,61.68,chickpea
34.47,19.01,39.75,32.18,92.28,5.37,271.53,coconut
65.94,59.08,77.98,39.95,87.5,6.6,235.63,jute
21.02,162.08,236.62,21.39,82.62,6.51,73.86,grapes
29.84,67.41,76.96,11.97,31.17,6.65,70.6,chickpea
16.61,14.94,38.13,38.83,71.31,6.34,146.9,mango
88.76,58.91,76.99,26.09,69.91,7.37,103.95,maize
35.57,86.71,93.73,28.38,23.93,5.62,89.58,kidneybeans
32.08,10.24,61.57,35.46,91.33,6.53,166.89,pomegranate
37.46,12.51,42.55,30.79,87.47,6.37,203.78,coconut
68.63,42.0,53.84,28.45,90.01,6.45,135.24,papaya
40.56,49.25,37.19,28.55,65.59,5.68,60.26,blackgram
68.6,50.94,67.87,28.12,51.54,6.49,95.81,maize
67.26,77.25,77.5,24.81,63.86,7.39,69.2,maize
23.16,53.28,27.83,28.81,77.52,7.34,67.43,blackgram
28.72,78.07,93.46,13.36,33.16,6.79,68.67,chickpea
116.91,90.09,53.12,36.06,75.92,6.21,133.63,banana
12.93,61.61,72.6,26.51,69.87,5.19,94.23,pigeonpeas
85.52,53.67,49.81,18.83,80.27,6.04,208.75,coffee
28.02,89.74,90.25,24.51,20.27,5.88,94.47,kidneybeans
30.93,11.64,42.55,33.15,82.81,6.34,220.21,coconut
94.25,54.72,48.67,26.72,80.0,6.72,161.11,jute
112.63,93.89,55.75,32.1,96.36,6.01,186.96,banana
15.24,29.44,34.91,35.48,73.3,6.85,157.59,mango
83.15,63.16,81.76,26.27,76.2,7.3,85.3,maize
35.68,60.91,25.8,32.98,68.9,7.22,95.83,blackgram
24.55,163.27,237.29,14.35,84.04,6.54,93.91,grapes
38.76,48.06,23.03,26.34,67.21,7.43,90.37,blackgram
48.77,38.25,71.31,34.11,93.49,6.39,115.99,papaya
71.3,31.23,63.59,29.01,91.44,6.16,124.93,papaya
22.22,65.64,46.9,17.94,14.59,7.29,53.08,lentil
65.58,38.76,40.99,26.84,91.78,5.8,227.14,rice
10.35,21.76,45.04,36.61,81.26,7.04,236.02,coconut
30.66,50.13,30.3,33.02,85.36,7.04,71.07,mungbean
92.34,39.14,32.93,30.26,86.6,5.68,224.28,rice
100.46,20.63,77.43,31.33,90.64,6.43,25.08,muskmelon
28.85,51.43,44.25,35.53,70.77,6.15,72.13,blackgram
18.22,63.18,73.43,27.88,18.99,5.99,69.07,chickpea
83.01,15.37,65.79,29.43,87.08,6.34,75.6,watermelon
21.3,59.76,35.97,25.45,67.59,6.42,71.85,blackgram
21.03,62.73,71.03,12.7,39.04,6.32,98.63,chickpea
36.03,22.96,49.33,31.24,54.28,6.28,194.69,mango
79.94,40.1,74.56,38.02,94.28,6.11,134.77,papaya
8.7,35.16,155.9,16.37,91.42,5.5,112.69,apple
20.43,75.99,60.82,34.53,53.56,6.05,99.3,pigeonpeas
101.97,33.65,32.23,16.78,96.98,6.31,177.98,coffee
23.92,17.37,48.3,29.37,78.57,6.57,159.47,mango
88.34,58.25,67.4,24.32,97.63,6.32,208.15,coffee
43.78,49.56,77.96,26.57,94.67,6.36,184.47,papaya
26.82,84.14,97.06,26.1,21.02,6.74,79.93,chickpea
25.02,69.37,35.32,16.8,22.11,7.2,64.46,lentil
14.99,16.99,52.25,35.32,90.0,5.7,217.62,coconut
26.4,75.22,109.07,16.66,31.52,5.56,109.6,kidneybeans
22.41,51.19,28.22,29.33,38.79,6.53,31.72,lentil
107.26,37.47,30.63,19.87,85.44,6.04,274.52,coffee
38.41,59.85,41.42,22.93,87.86,6.93,49.22,mungbean
58.31,56.97,35.43,25.19,73.23,5.95,84.29,blackgram
110.31,35.65,76.94,36.53,90.9,6.8,45.67,muskmelon
26.23,68.15,26.61,24.38,28.86,6.28,32.38,lentil
49.0,30.78,62.51,43.9,90.98,6.64,181.73,papaya
18.2,22.09,26.54,20.63,91.38,6.4,153.62,orange
31.53,87.7,109.65,12.57,16.71,6.59,83.14,chickpea
58.16,39.38,54.69,25.38,90.5,6.5,169.0,papaya
29.87,21.55,157.46,6.02,94.68,6.28,136.48,apple
75.94,45.1,55.32,37.95,87.26,6.95,244.63,jute
94.09,56.61,68.71,38.35,98.03,6.33,245.25,jute
89.84,47.5,58.87,25.62,84.29,6.8,183.54,rice
61.63,47.73,50.33,20.25,87.68,5.84,246.78,rice
13.47,18.8,11.82,27.97,91.07,6.3,141.28,orange
69.99,64.68,66.64,34.79,78.32,5.58,102.33,maize
32.56,60.73,28.15,26.67,67.77,5.86,77.2,blackgram
15.0,31.37,33.52,27.77,64.83,7.33,113.29,mango
22.06,42.0,55.48,29.54,48.53,6.83,54.28,mothbeans
78.96,50.03,35.17,22.88,80.61,5.75,191.79,rice
102.62,67.95,43.87,42.05,75.28,6.71,85.63,cotton
70.11,49.34,44.84,37.83,89.87,6.57,206.94,jute
25.83,22.31,10.26,27.38,92.09,6.85,164.91,orange
11.17,66.67,39.69,36.16,88.88,6.53,75.05,mungbean
26.13,27.79,61.74,20.18,91.59,5.59,139.57,pomegranate
101.34,15.37,77.31,38.31,90.95,6.34,44.54,muskmelon
91.97,44.0,44.42,38.75,95.02,6.59,226.92,jute
82.46,61.45,69.12,34.66,97.42,6.87,207.89,jute
32.14,93.37,99.62,17.14,42.11,6.65,106.34,kidneybeans
32.32,65.69,49.3,30.28,37.48,6.41,32.22,mothbeans
43.54,34.36,51.53,28.21,92.72,6.53,107.59,papaya
111.2,40.85,49.12,38.76,85.93,6.07,100.19,watermelon
98.25,16.83,50.69,32.15,81.47,6.42,106.57,watermelon
27.11,28.13,53.52,33.85,84.73,6.63,118.25,coconut
69.13,40.74,55.35,26.26,94.21,6.66,154.4,jute
2.85,16.66,17.47,15.36,92.93,6.66,103.42,orange
15.05,75.09,36.47,17.84,32.73,6.77,54.17,lentil
22.21,62.64,83.95,16.66,43.86,6.92,82.89,kidneybeans
6.43,11.2,16.51,13.59,93.55,6.8,114.38,orange
65.17,58.62,48.19,23.43,90.08,6.43,203.72,rice
69.67,32.79,56.92,33.51,89.5,6.01,202.38,rice
89.24,24.92,68.97,18.85,97.42,6.0,153.15,coffee
31.24,45.2,31.39,35.22,70.88,6.88,65.02,blackgram
100.72,94.57,49.46,32.25,85.73,5.61,110.62,banana
92.14,38.46,35.32,31.26,92.1,6.99,211.89,rice
13.99,54.76,48.48,28.19,37.58,7.49,38.33,lentil
29.63,66.08,87.61,24.23,20.67,6.82,112.14,kidneybeans
90.36,72.11,69.04,26.82,82.57,6.3,156.44,banana
14.9,55.53,26.07,20.8,15.33,6.6,50.47,lentil
67.39,59.09,53.25,34.09,93.42,6.4,288.28,rice
37.33,34.62,45.2,24.78,75.31,6.38,127.66,mango
99.57,30.5,50.71,31.28,84.71,6.56,144.06,watermelon
28.38,94.95,98.96,16.81,46.88,5.6,101.36,kidneybeans
69.91,40.68,52.74,20.22,81.74,5.57,156.11,rice
106.87,39.46,44.39,27.87,84.28,6.21,193.77,coffee
89.9,65.08,66.97,33.29,61.52,6.59,114.39,maize
35.01,77.62,82.09,18.89,24.23,5.59,93.7,kidneybeans
98.59,35.22,57.98,27.02,85.08,6.29,131.06,watermelon
16.26,97.22,74.65,26.35,23.9,6.82,94.72,chickpea
21.2,69.09,72.93,22.07,31.37,6.43,78.54,chickpea
20.81,11.59,191.97,11.2,93.18,5.83,167.71,apple
12.67,23.88,34.99,35.65,83.75,6.25,170.09,coconut
